"Model Number","Station Name","Org Name","MAC Address","System S/N","Address 1","Address 2","Floor Label",City,State,"Zip/Postal Code",County,"Country ","Activation Status","Network Status","Station Status","Port 1 Status","Port 2 Status","No. of Ports","Pricing Policy Name",Reservations,"Station Message",Enabled,"Station Activation Type","Usable By","Visibility (Access Policy Name)","EVSE ID","Radio Group Name","Software Version","Customer Category","Customer Subcategory","Circuit Sharing","Currency Name","Power Select / AC Breaker Rating","Scheduled Charging Policy Name",Warranty,"Station Activation Date","Warranty Expiration Date","Warranty Service","Plug Type","Device Access Restriction","Waitlist Policy Name","Asset Tag ID","Meter ID","Service Delivery Point ID","Point of Service ID","Account ID","Circuit ID","Panel ID","Customer Name","Customer ID","Site ID","Site mode","Site Validation Status",Paired,Latitude,Longitude
CT4020-HD-GW,"ROBLE / ROBLE LL2-14","Stanford University",0024:B100:0002:5154,162841003554,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",162667,"LL2 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-27 13:18:14",2023-12-31,"Parts & Labor",J1772,NONE,,162841003554,,,,,,,,,,,Validated,No,37.426329050058925,-122.175516460049440
CT4020-HD,"ROBLE / ROBLE LL2-13","Stanford University",0024:B100:0002:294E,152541002762,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125833,"LL2 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-27 13:30:53",2023-12-31,"Parts & Labor",J1772,NONE,,152541002762,,,,,,,,,,,Validated,No,37.426312009759300,-122.175613019573970
CT4020-HD,"ROBLE / ROBLE LL2-11","Stanford University",0024:B100:0002:2A7B,152741003077,"375 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126661,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 16:36:41",2023-12-31,"Parts & Labor",J1772,NONE,,152741003077,,,,,,,,,,,Validated,No,37.426209767880150,-122.175355527508540
CT4020-HD,"ROBLE / ROBLE LL2-10","Stanford University",0024:B100:0002:2A71,152741003079,"375 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126673,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-02-01 02:20:56",2023-12-31,"Parts & Labor",J1772,NONE,,152741003079,,,,,,,,,,,Validated,No,37.426226808203040,-122.175387714016720
CT4020-HD-GW,"ROBLE / ROBLE LL2-1","Stanford University",0024:B100:0002:5134,162741003546,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",162657,"Roble LL2 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-27 16:59:07",2023-12-31,"Parts & Labor",J1772,NONE,,162741003546,,,,,,,,,,,Validated,No,37.426448332047634,-122.176149461376950
CT4020-HD,"ROBLE / ROBLE LL1-DIS","Stanford University",0024:B100:0002:299E,152641002898,"375 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126187,"Roble LL1 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-27 15:02:08",2023-12-31,"Parts & Labor",J1772,NONE,,152641002898,,,,,,,,,,,Validated,No,37.426323684741746,-122.175434737295520
CT4020-HD-GW,"ROBLE / ROBLE LL1-9","Stanford University",0024:B100:0004:5D08,183441017415,"287 Santa Teresa St",,1,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126651,RG_00045D08,4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:26:13",2023-12-31,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.426499984959555,-122.176168195245400
CT4020-HD,"ROBLE / ROBLE LL1-8","Stanford University",0024:B100:0002:2A7C,152741003088,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126695,"Roble LL1 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:35:38",2023-12-31,"Parts & Labor",J1772,NONE,,152741003088,,,,,,,,,,,Validated,No,37.426465904434270,-122.176007262704450
CT4020-HD,"ROBLE / ROBLE LL1-7","Stanford University",0024:B100:0002:2940,152541002775,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"Watch List",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125855,"Roble LL1 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:45:11",2023-12-31,"Parts & Labor",J1772,NONE,,152541002775,,,,,,,,,,,Validated,No,37.426435544044860,-122.175917518524160
CT4020-HD,"ROBLE / ROBLE LL1-6","Stanford University",0024:B100:0002:2954,152541002778,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,"Needs Service","Needs Service","In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125881,"Roble LL1 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:32:28",2023-12-31,"Parts & Labor",J1772,NONE,,152541002778,,,,,,,,,,,Validated,No,37.426425539590795,-122.175849557147220
CT4020-HD-GW,"ROBLE / ROBLE LL1-5","Stanford University",0024:B100:0003:D5D6,200441003033,"671-725 Panama St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126277,RG_0003D5D6,4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 18:10:23",2023-12-31,"Parts & Labor",J1772,NONE,,152641002895,,,,,,,,,,,Validated,No,37.426785566496760,-122.176009741278110
CT4020-HD-GW,"ROBLE / ROBLE LL1-4","Stanford University",0024:B100:0003:D26F,200341002120,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",125885,RG_0003D26F,4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:48:17",2023-12-31,"Parts & Labor",J1772,NONE,,152541002782,,,,,,,,,,,Validated,No,37.426398463498080,-122.175725257147230
CT4020-HD,"ROBLE / ROBLE LL1-3","Stanford University",0024:B100:0002:2A73,152741003075,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126663,"Roble LL1 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:29:23",2023-12-31,"Parts & Labor",J1772,NONE,,152741003075,,,,,,,,,,,Validated,No,37.426411897405714,-122.175691469033840
CT4020-HD-GW,"ROBLE / ROBLE LL1-2","Stanford University",0024:B100:0004:20C4,185141033955,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126169,RG_000420C4,4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 17:51:26",2023-12-31,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.426348761987676,-122.175617764556880
CT4020-HD-GW,"ROBLE / ROBLE LL1-12","Stanford University",0024:B100:0004:0EC1,172641007698,"287 Santa Teresa St",,1,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,"In Use",Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",162655,"Roble LL1 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 14:33:33",2023-12-31,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.426527734861885,-122.176095222090050
CT4020-HD,"ROBLE / ROBLE LL1-11","Stanford University",0024:B100:0002:3F5A,155141008435,"287 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,"In Use",2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",148717,"Roble LL1 Group 1",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 15:27:05",2023-12-31,"Parts & Labor",J1772,NONE,,155141008435,,,,,,,,,,,Validated,No,37.426472082478710,-122.176081560852030
CT4020-HD-GW,"ROBLE / ROBLE LL1-10","Stanford University",0024:B100:0004:5CE8,164941007425,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",126693,RG_00045CE8,4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-31 15:17:50",2023-12-31,"Parts & Labor",J1772,NONE,,,,,,,,,,,,,Validated,No,37.426317033400890,-122.175604330688490
CT4020-HD-GW,"ROBLE / ROBLE LL1-1","Stanford University",0024:B100:0002:5158,162841003560,"373 Santa Teresa St",,,Stanford,California,94305,"Santa Clara County","United States",Activated,Reachable,Available,Available,Available,2,"$1 per hr enforcement hours",Disabled,"Plugged In Required",Yes,Public,"All Drivers","All Drivers",162797,"Roble LL1 Group 2",4.6.0.46,Education,"University / College",Enabled,"U.S. Dollars (USD)",40A,,"ChargePoint Assure","2017-01-26 16:39:08",2023-12-31,"Parts & Labor",J1772,NONE,,162841003560,,,,,,,,,,,Validated,No,37.426334040085900,-122.175576985844430
